question_id,question_text,exam,paper,subject,chapter,topic,subtopic,difficulty,question_type,skip,skip_reason
Q_2_75,Identify the part with an error: (A) Neither of the two boys / (B) are going / (C) to the market / (D) No Error,NDA,GAT,English,Grammar,Error Detection,Subject-Verb Agreement,Medium,MCQ,FALSE,
Q_2_76,Select the synonym of 'Clandestine'.,NDA,GAT,English,Vocabulary,Synonyms,,Medium,MCQ,FALSE,
Q_2_77,Identify the part with an error: (A) Scarcely had he gone out / (B) than it started / (C) raining heavily / (D) No Error,NDA,GAT,English,Grammar,Error Detection,Conjunctions,Medium,MCQ,FALSE,
Q_2_78,Select the antonym of 'Mitigate'.,NDA,GAT,English,Vocabulary,Antonyms,,Medium,MCQ,FALSE,
Q_2_79,"Fill in the blank: The captain, along with the soldiers, _____ killed.",NDA,GAT,English,Grammar,Fill in the Blanks,Subject-Verb Agreement,Medium,MCQ,FALSE,
Q_2_80,Select the synonym of 'Audacious'.,NDA,GAT,English,Vocabulary,Synonyms,,Medium,MCQ,FALSE,
Q_2_81,Spot the error: (A) He returned back / (B) from Delhi / (C) yesterday morning / (D) No Error,NDA,GAT,English,Grammar,Error Detection,Redundancy,Easy,MCQ,FALSE,
Q_2_82,Select the antonym of 'Indolent'.,NDA,GAT,English,Vocabulary,Antonyms,,Medium,MCQ,FALSE,
Q_2_83,Spot the error: (A) Many a student / (B) have registered / (C) for the mock test / (D) No Error,NDA,GAT,English,Grammar,Error Detection,Subject-Verb Agreement,Medium,MCQ,FALSE,
Q_2_84,Fill in the blank: Work hard lest you _____ fail.,NDA,GAT,English,Grammar,Fill in the Blanks,Conjunctions / Modals,Medium,MCQ,FALSE,
Q_2_85,Select the synonym of 'Pugnacious'.,NDA,GAT,English,Vocabulary,Synonyms,,Medium,MCQ,FALSE,
Q_2_86,Change to active voice: 'The glass was broken by Hari.',NDA,GAT,English,Grammar,Sentence Transformation,Active/Passive Voice,Easy,MCQ,FALSE,
Q_2_87,Select the antonym of 'Terse'.,NDA,GAT,English,Vocabulary,Antonyms,,Medium,MCQ,FALSE,
Q_2_88,Spot the error: (A) He is senior / (B) than me / (C) in college / (D) No Error,NDA,GAT,English,Grammar,Error Detection,Prepositions / Adjectives,Medium,MCQ,FALSE,
Q_2_89,Fill in the blank: He has been living here _____ 2020.,NDA,GAT,English,Grammar,Fill in the Blanks,Prepositions of Time,Easy,MCQ,FALSE,
Q_2_90,Identify the part with an error: (A) Neither of the two boys / (B) are going / (C) to the market / (D) No Error,NDA,GAT,English,Grammar,Error Detection,Subject-Verb Agreement,Medium,MCQ,FALSE,
Q_2_91,Select the synonym of 'Clandestine'.,NDA,GAT,English,Vocabulary,Synonyms,,Medium,MCQ,FALSE,
Q_2_92,Identify the part with an error: (A) Scarcely had he gone out / (B) than it started / (C) raining heavily / (D) No Error,NDA,GAT,English,Grammar,Error Detection,Conjunctions,Medium,MCQ,FALSE,
Q_2_93,Select the antonym of 'Mitigate'.,NDA,GAT,English,Vocabulary,Antonyms,,Medium,MCQ,FALSE,
Q_2_94,"Fill in the blank: The captain, along with the soldiers, _____ killed.",NDA,GAT,English,Grammar,Fill in the Blanks,Subject-Verb Agreement,Medium,MCQ,FALSE,
Q_2_95,Select the synonym of 'Audacious'.,NDA,GAT,English,Vocabulary,Synonyms,,Medium,MCQ,FALSE,
Q_2_96,Spot the error: (A) He returned back / (B) from Delhi / (C) yesterday morning / (D) No Error,NDA,GAT,English,Grammar,Error Detection,Redundancy,Easy,MCQ,FALSE,
Q_2_97,Select the antonym of 'Indolent'.,NDA,GAT,English,Vocabulary,Antonyms,,Medium,MCQ,FALSE,
Q_2_98,Spot the error: (A) Many a student / (B) have registered / (C) for the mock test / (D) No Error,NDA,GAT,English,Grammar,Error Detection,Subject-Verb Agreement,Medium,MCQ,FALSE,
Q_2_99,Fill in the blank: Work hard lest you _____ fail.,NDA,GAT,English,Grammar,Fill in the Blanks,Conjunctions / Modals,Medium,MCQ,FALSE,
Q_2_100,Select the synonym of 'Pugnacious'.,NDA,GAT,Verbal Ability,Vocabulary,Synonyms,,Medium,MCQ,FALSE,
Q_2_101,Change to active voice: 'The glass was broken by Hari.',NDA,GAT,Verbal Ability,Grammar,Voice,Active and Passive Voice,Easy,MCQ,FALSE,
Q_2_102,Select the antonym of 'Terse'.,NDA,GAT,Verbal Ability,Vocabulary,Antonyms,,Medium,MCQ,FALSE,
Q_2_103,Spot the error: (A) He is senior / (B) than me / (C) in college / (D) No Error,NDA,GAT,Verbal Ability,Grammar,Error Detection,Prepositions,Medium,MCQ,FALSE,
Q_2_104,Fill in the blank: He has been living here _____ 2020.,NDA,GAT,Verbal Ability,Grammar,Fill in the Blanks,Prepositions,Easy,MCQ,FALSE,
Q_2_105,Identify the part with an error: (A) Neither of the two boys / (B) are going / (C) to the market / (D) No E,NDA,GAT,Verbal Ability,Grammar,Error Detection,Subject-Verb Agreement,Medium,MCQ,FALSE,
Q_2_106,Select the synonym of 'Clandestine'.,NDA,GAT,Verbal Ability,Vocabulary,Synonyms,,Medium,MCQ,FALSE,
Q_2_107,Identify the part with an error: (A) Scarcely had he gone out / (B) than it started / (C) raining heavily /,NDA,GAT,Verbal Ability,Grammar,Error Detection,Conjunctions,Medium,MCQ,FALSE,
Q_2_108,Select the antonym of 'Mitigate'.,NDA,GAT,Verbal Ability,Vocabulary,Antonyms,,Medium,MCQ,FALSE,
Q_2_109,"Fill in the blank: The captain, along with the soldiers, _____ killed.",NDA,GAT,Verbal Ability,Grammar,Fill in the Blanks,Subject-Verb Agreement,Medium,MCQ,FALSE,
Q_2_110,Select the synonym of 'Audacious'.,NDA,GAT,Verbal Ability,Vocabulary,Synonyms,,Medium,MCQ,FALSE,
Q_2_111,Spot the error: (A) He returned back / (B) from Delhi / (C) yesterday morning / (D) No Error,NDA,GAT,Verbal Ability,Grammar,Error Detection,Redundancy,Medium,MCQ,FALSE,
Q_2_112,Select the antonym of 'Indolent'.,NDA,GAT,Verbal Ability,Vocabulary,Antonyms,,Medium,MCQ,FALSE,
Q_2_113,Spot the error: (A) Many a student / (B) have registered / (C) for the mock test / (D) No Error,NDA,GAT,Verbal Ability,Grammar,Error Detection,Subject-Verb Agreement,Medium,MCQ,FALSE,
Q_2_114,Fill in the blank: Work hard lest you _____ fail.,NDA,GAT,Verbal Ability,Grammar,Fill in the Blanks,Modals,Medium,MCQ,FALSE,
Q_2_115,Select the synonym of 'Pugnacious'.,NDA,GAT,Verbal Ability,Vocabulary,Synonyms,,Medium,MCQ,FALSE,
Q_2_116,Change to active voice: 'The glass was broken by Hari.',NDA,GAT,Verbal Ability,Grammar,Voice,Active and Passive Voice,Easy,MCQ,FALSE,
Q_2_117,Select the antonym of 'Terse'.,NDA,GAT,Verbal Ability,Vocabulary,Antonyms,,Medium,MCQ,FALSE,
Q_2_118,Spot the error: (A) He is senior / (B) than me / (C) in college / (D) No Error,NDA,GAT,Verbal Ability,Grammar,Error Detection,Prepositions,Medium,MCQ,FALSE,
Q_2_119,Fill in the blank: He has been living here _____ 2020.,NDA,GAT,Verbal Ability,Grammar,Fill in the Blanks,Prepositions,Easy,MCQ,FALSE,
Q_3_0,Choose the segment that contains a grammatical error: 'The committee (A) / are divided in their opinion (B) / r,NDA,GAT,Verbal Ability,Grammar,Error Detection,Subject-Verb Agreement,Medium,MCQ,FALSE,
Q_3_1,Select the synonym of the word 'OPPROBRIUM':,NDA,GAT,Verbal Ability,Vocabulary,Synonyms,,Hard,MCQ,FALSE,
Q_3_2,Sentence Improvement: 'He is more smarter than his brother.',NDA,GAT,Verbal Ability,Sentence Improvement,Adjectives,Degrees of Comparison,Easy,MCQ,FALSE,
Q_3_3,Identify the correctly ordered sequence for the following sentences: (P) of the local population (Q) the censu,NDA,GAT,Verbal Ability,Ordering of Sentences,Sentence Rearrangement,,Medium,MCQ,FALSE,
Q_3_4,Fill in the blank: 'The soldiers fought ____ the last man.',NDA,GAT,Verbal Ability,Grammar,Fill in the Blanks,Prepositions,Medium,MCQ,FALSE,
Q_3_5,Select the antonym of the word 'EPHEMERAL':,NDA,GAT,Verbal Ability,Vocabulary,Antonyms,,Hard,MCQ,FALSE,
Q_3_6,Spotting Errors: 'Neither the captain nor the players were present at the meeting.',NDA,GAT,Verbal Ability,Grammar,Error Detection,Subject-Verb Agreement,Medium,MCQ,FALSE,
Q_3_7,Select the meaning of the idiom: 'To spill the beans.',NDA,GAT,Verbal Ability,Vocabulary,Idioms & Phrases,,Easy,MCQ,FALSE,
Q_3_8,Choose the correctly spelled word:,NDA,GAT,Verbal Ability,Spellings,Correct Spelling,,Easy,MCQ,FALSE,
Q_3_9,"Reading Comprehension Analysis: If an author uses the phrase 'a double-edged sword', they are likely referring",NDA,GAT,Verbal Ability,Reading Comprehension,Interpreting Figurative Language,,Medium,MCQ,FALSE,
Q_3_10,Choose the segment that contains a grammatical error: 'Hardly had he stepped out of the house (0) when a violent,NDA,GAT,Grammar,Error Detection,Conjunctions,Correlative Conjunctions,Medium,MCQ,FALSE,
Q_3_11,Select the correct option to improve the sentence: 'She is too intelligent to be deceived by his sugar-coate,NDA,GAT,Grammar,Sentence Improvement,Sentence Structure,Transformation of Sentences,Medium,MCQ,FALSE,
Q_3_12,Select the synonym for the word 'EQUIVOCAL':,NDA,GAT,Vocabulary,Vocabulary,Synonyms,,Medium,MCQ,FALSE,
Q_3_13,Select the antonym for the word 'PRAGMATIC':,NDA,GAT,Vocabulary,Vocabulary,Antonyms,,Medium,MCQ,FALSE,
Q_3_14,"Fill in the blanks: 'The committee was divided in its opinion, and each member ______ allowed to express ____",NDA,GAT,Grammar,Fill in the Blanks,Subject-Verb Agreement,Collective Nouns,Medium,MCQ,FALSE,
Q_3_15,Arrange the sentences to form a coherent paragraph: (P) in search of greener pastures (Q) thousands of peop,NDA,GAT,Grammar,Ordering of Sentences,Sentence Rearrangement,,Easy,MCQ,FALSE,
Q_3_16,Identify the word correctly spelled:,NDA,GAT,Grammar,Spellings,Correct Spelling,,Easy,MCQ,FALSE,
Q_3_17,What does the idiom 'To take the bull by the horns' mean?,NDA,GAT,Vocabulary,Idioms & Phrases,Meaning of Idioms,,Easy,MCQ,FALSE,
Q_3_18,"Choose the correct indirect speech for: 'He said, ""I have been working here for two hours.""'",NDA,GAT,Grammar,Grammar,Direct and Indirect Speech,Narration,Medium,MCQ,FALSE,
Q_3_19,Which of the following sentences is written in the active voice?,NDA,GAT,Grammar,Grammar,Active and Passive Voice,Voice,Easy,MCQ,FALSE,
Q_3_20,Choose the part that contains an error: (A) Neither the principal / (B) nor the teachers / (C) is aware of,NDA,GAT,Grammar,Error Detection,Subject-Verb Agreement,Correlative Conjunctions,Medium,MCQ,FALSE,
Q_3_21,Select the synonym for the word: 'OBFUSCATE'.,NDA,GAT,Vocabulary,Vocabulary,Synonyms,,Hard,MCQ,FALSE,
Q_3_22,Improve the underlined part: 'Hardly had he entered the room than the phone rang.',NDA,GAT,Grammar,Sentence Improvement,Conjunctions,Correlative Conjunctions,Medium,MCQ,FALSE,
Q_3_23,Arrange the following parts to form a meaningful sentence: P: the committee Q: a new policy R: decided to imp,NDA,GAT,Grammar,Ordering of Sentences,Sentence Rearrangement,,Easy,MCQ,FALSE,
Q_3_24,Fill in the blank with the correct preposition: 'The candidate was disappointed ____ the lack of transparenc,NDA,GAT,Grammar,Fill in the Blanks,Prepositions,Fixed Prepositions,Medium,MCQ,FALSE,
Q_3_25,Choose the correctly spelled word.,NDA,GAT,Grammar,Spellings,Correct Spelling,,Easy,MCQ,FALSE,
Q_3_26,Select the antonym for the word: 'PROFLIGATE'.,NDA,GAT,Vocabulary,Vocabulary,Antonyms,,Hard,MCQ,FALSE,
Q_3_27,"Identify the type of clause in the sentence: 'Although it was raining, the parade continued.'",NDA,GAT,Grammar,Grammar,Clauses,Adverbial Clause,Medium,MCQ,FALSE,
Q_3_28,"Choose the correct option for the sentence: 'If I were you, I ____ accepted the offer.'",NDA,GAT,Grammar,Grammar,Conditional Sentences,,Medium,MCQ,FALSE,
Q_3_29,Which of the following sentences is grammatically correct?,NDA,GAT,Grammar,Error Detection,Subject-Verb Agreement,Indefinite Pronouns,Medium,MCQ,FALSE,
Q_3_30,Choose the segment that contains a grammatical error: (A) The committee are divided / (B) on the issue of th,NDA,GAT,Grammar,Error Detection,Subject-Verb Agreement,Collective Nouns,Medium,MCQ,FALSE,
Q_3_31,Select the correct sentence improvement: 'He is more smarter than his brother.',NDA,GAT,Grammar,Sentence Improvement,Degrees of Comparison,Adjectives,Easy,MCQ,FALSE,
Q_3_32,Select the synonym of 'Ephemeral':,NDA,GAT,Vocabulary,Vocabulary,Synonyms,,Medium,MCQ,FALSE,
Q_3_33,Identify the antonym of 'Meticulous':,NDA,GAT,Vocabulary,Vocabulary,Antonyms,,Medium,MCQ,FALSE,
Q_3_34,Fill in the blank: 'The manager was __________ by the sudden resignation of his best employee.',NDA,GAT,Vocabulary,Fill in the Blanks,Phrasal Verbs,,Medium,MCQ,FALSE,
Q_3_35,"Rearrange the jumbled sentence parts (P, Q, R, S) to form a coherent paragraph: (P) in the digital age, (Q)",NDA,GAT,Grammar,Ordering of Sentences,Sentence Rearrangement,,Easy,MCQ,FALSE,
Q_3_36,Choose the correctly spelled word:,NDA,GAT,Grammar,Spellings,Correct Spelling,,Easy,MCQ,FALSE,
Q_3_37,Select the meaning of the idiom: 'To burn the midnight oil.',NDA,GAT,Vocabulary,Idioms & Phrases,Meaning of Idioms,,Easy,MCQ,FALSE,
Q_3_38,Which of the following sentences is correctly punctuated?,NDA,GAT,Grammar,Grammar,Punctuation,Semicolon Usage,Medium,MCQ,FALSE,
Q_3_39,Read the following and select the best summary: 'Science is a double-edged sword; it provides tools for prog,NDA,GAT,Sentence Completion,Sentence Completion,Sentence Meaning / Inference,,Easy,MCQ,FALSE,
Q_3_40,Choose the segment that contains a grammatical error: (A) Neither the principal nor the teachers / (B) were,NDA,GAT,Verbal Ability,Grammar,Error Detection,Subject-Verb Agreement,Medium,MCQ,FALSE,
Q_3_41,Select the synonym for the word: 'OBFUSCATE',NDA,GAT,Verbal Ability,Vocabulary,Synonyms,,Medium,MCQ,FALSE,
Q_3_42,Select the most appropriate option to improve the bracketed part: 'The committee (is divided on) the issue o,NDA,GAT,Verbal Ability,Grammar,Sentence Improvement,Subject-Verb Agreement,Medium,MCQ,FALSE,
Q_3_43,"Read the following sentence and identify the correct sequence (P, Q, R, S): (P) to the environment (Q) the e",NDA,GAT,Verbal Ability,Sentence Completion,Ordering of Sentences,,Medium,MCQ,FALSE,
Q_3_44,Choose the most appropriate word to fill in the blank: 'His speech was so __________ that the audience remai,NDA,GAT,Verbal Ability,Fill in the Blanks,Vocabulary,Contextual usage,Medium,MCQ,FALSE,
Q_3_45,Which of the following sentences uses the 'Subjunctive Mood' correctly?,NDA,GAT,Verbal Ability,Grammar,Modals & Auxiliaries,Subjunctive Mood,Medium,MCQ,FALSE,
Q_3_46,Identify the antonym of 'PRAGMATIC',NDA,GAT,Verbal Ability,Vocabulary,Antonyms,,Medium,MCQ,FALSE,
Q_3_47,"Select the correct transformation: 'He said, ""I have been working here for two years."" (Convert to Indirect ",NDA,GAT,Verbal Ability,Grammar,Direct and Indirect Speech,,Medium,MCQ,FALSE,
Q_3_48,Choose the correct spelling:,NDA,GAT,Verbal Ability,Spellings,,,Easy,MCQ,FALSE,
Q_3_49,Assertion (A): The idiom 'to bell the cat' means to perform a dangerous task. Reason (R): It originates from,NDA,GAT,Verbal Ability,Vocabulary,Idioms & Phrases,,Medium,MCQ,FALSE,
Q_3_50,Choose the segment that contains a grammatical error: (A) The committee are divided / (B) on the issue of t,NDA,GAT,Verbal Ability,Grammar,Error Detection,Subject-Verb Agreement,Medium,MCQ,FALSE,
Q_3_51,Select the most appropriate word to fill in the blank: 'The diplomat’s ______ response managed to defuse the,NDA,GAT,Verbal Ability,Fill in the Blanks,Vocabulary,Contextual usage,Medium,MCQ,FALSE,
Q_3_52,Find the synonym of the word 'EPHEMERAL'.,NDA,GAT,Verbal Ability,Vocabulary,Synonyms,,Medium,MCQ,FALSE,
Q_3_53,Identify the correctly improved sentence: 'The patient died before the doctor arrived.',NDA,GAT,Verbal Ability,Grammar,Sentence Improvement,Tenses,Medium,MCQ,FALSE,
Q_3_54,"Rearrange the following parts (P, Q, R, S) to form a coherent sentence: (P) in various fields (Q) the Nobel P",NDA,GAT,Verbal Ability,Sentence Completion,Ordering of Sentences,,Medium,MCQ,FALSE,
Q_3_55,Select the antonym for 'OBDURATE'.,NDA,GAT,Verbal Ability,Vocabulary,Antonyms,,Medium,MCQ,FALSE,
Q_3_56,Which of the following sentences is grammatically correct?,NDA,GAT,Verbal Ability,Grammar,Subject-Verb Agreement,Indefinite Pronouns,Medium,MCQ,FALSE,
Q_3_57,Assertion (A): 'Hardly had he entered the room when the light went out.' Reason (R): 'Hardly' is correctly p,NDA,GAT,Verbal Ability,Grammar,Conjunctions,Correlative Conjunctions,Medium,MCQ,FALSE,
Q_3_58,Select the correctly spelled word.,NDA,GAT,Verbal Ability,Spellings,,,Easy,MCQ,FALSE,
Q_3_59,Choose the idiom that means 'to admit defeat'.,NDA,GAT,Verbal Ability,Vocabulary,Idioms & Phrases,,Easy,MCQ,FALSE,
Q_3_60,Choose the segment that contains a grammatical error: 'The committee (0) / were divided on the issue (1) / o,NDA,GAT,Verbal Ability,Grammar,Error Detection,Subject-Verb Agreement,Medium,MCQ,FALSE,
Q_3_61,Select the synonym of 'Ephemeral' that best fits: 'His fame was ephemeral in the literary circles.',NDA,GAT,Verbal Ability,Vocabulary,Synonyms,Contextual usage,Medium,MCQ,FALSE,
Q_3_62,Fill in the blank: 'The manager decided to ________ the meeting until next week due to the emergency.',NDA,GAT,Verbal Ability,Fill in the Blanks,Phrasal Verbs,,Easy,MCQ,FALSE,
Q_3_63,"Choose the correctly improved sentence: 'If I was you, I would not accept this offer.'",NDA,GAT,Verbal Ability,Grammar,Sentence Improvement,Subjunctive Mood,Easy,MCQ,FALSE,
Q_3_64,"Arrange the sentences (P, Q, R, S) to form a coherent paragraph: (P) The impact of climate change (Q) is bein",NDA,GAT,Verbal Ability,Sentence Completion,Ordering of Sentences,,Medium,MCQ,FALSE,
Q_3_65,Choose the word opposite in meaning to 'Obdurate'.,NDA,GAT,Verbal Ability,Vocabulary,Antonyms,,Medium,MCQ,FALSE,
Q_3_66,Identify the part of speech of the word 'fast' in: 'He is a fast runner.',NDA,GAT,Verbal Ability,Grammar,Parts of Speech,Adjective,Easy,MCQ,FALSE,
Q_3_67,Select the correct meaning of the idiom: 'To spill the beans'.,NDA,GAT,Verbal Ability,Vocabulary,Idioms & Phrases,,Easy,MCQ,FALSE,
Q_3_68,Which of the following sentences is written in Passive Voice?,NDA,GAT,Verbal Ability,Grammar,Voice (Active/Passive),Passive Voice,Easy,MCQ,FALSE,
Q_3_69,Select the correctly spelled word.,NDA,GAT,Verbal Ability,Spellings,,,Easy,MCQ,FALSE,
Q_3_70,Choose the segment that contains a grammatical error: 'Hardly had he stepped out of the house (0) when a violent st,NDA,GAT,Grammar,Grammar,Error Detection,Prepositions / Correlative Conjunctions,Medium,MCQ,FALSE,
Q_3_71,Select the correct sentence improvement for the underlined part: 'The committee is divided in their opinion regardin,NDA,GAT,Grammar,Sentence Completion,Sentence Improvement,Subject-Verb Agreement / Collective Nouns,Medium,MCQ,FALSE,
Q_3_72,Which of the following pairs represent the correct Synonyms and Antonyms for the word 'PRAGMATIC'?,NDA,GAT,Vocabulary,Vocabulary,"Synonyms, Antonyms",Word Meaning,Medium,MCQ,FALSE,
Q_3_73,"Rearrange the following sentences (P, Q, R, S) to form a coherent paragraph: (P) in the heart of the bustling city,",NDA,GAT,Verbal Ability,Sentence Completion,Ordering of Sentences,Paragraph Formation,Medium,MCQ,FALSE,
Q_3_74,Identify the meaning of the idiom: 'To move heaven and earth'.,NDA,GAT,Vocabulary,Vocabulary,Idioms & Phrases,Idiomatic expressions,Easy,MCQ,FALSE,
Q_3_75,"Fill in the blank with the most appropriate preposition: 'He was warned __________ the impending danger, yet he ch",NDA,GAT,Grammar,Grammar,Prepositions,Fixed Prepositions,Easy,MCQ,FALSE,
Q_3_76,Which word is correctly spelled?,NDA,GAT,Grammar,Spellings,Correct Spelling,Commonly Misspelled Words,Medium,MCQ,FALSE,
Q_3_77,Select the option that best expresses the meaning of the given sentence in Passive Voice: 'The mason is building t,NDA,GAT,Grammar,Grammar,Voice,Active and Passive Voice,Easy,MCQ,FALSE,
Q_3_78,Select the correct option for the following assertion and reason: Assertion (A): Learning a language requires con,NDA,GAT,Verbal Reasoning,Verbal Reasoning,"Statement-Assumption, Inference",Assertion-Reason,Medium,MCQ,FALSE,
Q_3_79,Choose the word closest in meaning (Synonym) to 'EPHEMERAL'.,NDA,GAT,Vocabulary,Vocabulary,Synonyms,Word Meaning,Medium,MCQ,FALSE,
Q_3_80,Choose the segment that contains a grammatical error: (A) Neither the principal / (B) nor the teachers / (C) were,NDA,GAT,Grammar,Grammar,Error Detection,Prepositions / Correlative Conjunctions,Medium,MCQ,FALSE,
Q_3_81,Select the synonym for the word 'ENIGMATIC':,NDA,GAT,Vocabulary,Vocabulary,Synonyms,Word Meaning,Easy,MCQ,FALSE,
Q_3_82,Fill in the blank: The investigation into the embezzlement case remained _______ because of the lack of concrete evi,NDA,GAT,Vocabulary,Fill in the Blanks,Contextual Vocabulary,Word Choice,Medium,MCQ,FALSE,
Q_3_83,Identify the correctly punctuated sentence:,NDA,GAT,Grammar,Grammar,Punctuation,Direct Speech Punctuation,Easy,MCQ,FALSE,
Q_3_84,"Rearrange the jumbled parts (P, Q, R, S) to form a coherent sentence: (P) in the forest, (Q) the tiger prowled, (R",NDA,GAT,Verbal Ability,Sentence Completion,Ordering of Sentences,Sentence Arrangement,Easy,MCQ,FALSE,
Q_3_85,Choose the most appropriate word to replace the underlined part: 'He has been living here since ten years.',NDA,GAT,Grammar,Sentence Completion,Sentence Improvement,Prepositions (Since/For),Easy,MCQ,FALSE,
Q_3_86,Select the antonym for 'PRUDENT':,NDA,GAT,Vocabulary,Vocabulary,Antonyms,Word Meaning,Easy,MCQ,FALSE,
Q_3_87,Which of the following sentences uses the passive voice correctly?,NDA,GAT,Grammar,Grammar,Voice,Active and Passive Voice,Easy,MCQ,FALSE,
Q_3_88,Select the correctly spelled word:,NDA,GAT,Grammar,Spellings,Correct Spelling,Commonly Misspelled Words,Easy,MCQ,FALSE,
Q_3_89,"Analyze the statement: 'Despite of his hard work, he failed.' Choose the improvement.",NDA,GAT,Grammar,Sentence Completion,Sentence Improvement,Prepositions / Conjunctions,Easy,MCQ,FALSE,
Q_3_90,Spotting Errors: Choose the segment with the error. 'The committee (0) / have been divided (1) / on the issue of (,NDA,GAT,Grammar,Grammar,Error Detection,Subject-Verb Agreement / Collective Nouns,Hard,MCQ,FALSE,
Q_3_91,Sentence Improvement: 'Hardly had he stepped out of the house than it started to rain.',NDA,GAT,Grammar,Sentence Completion,Sentence Improvement,Correlative Conjunctions,Easy,MCQ,FALSE,
Q_3_92,Synonyms: Choose the word most similar in meaning to 'OBFUSCATE'.,NDA,GAT,Vocabulary,Vocabulary,Synonyms,Word Meaning,Medium,MCQ,FALSE,
Q_3_93,Antonyms: Choose the word most opposite in meaning to 'PRAGMATIC'.,NDA,GAT,Vocabulary,Vocabulary,Antonyms,Word Meaning,Easy,MCQ,FALSE,
Q_3_94,Ordering of Sentences: S1: The history of humanity is a record of struggles. P: It has been marked by wars and pea,NDA,GAT,Verbal Ability,Sentence Completion,Ordering of Sentences,Jumbled Paragraph / Sentence Arrangement,Medium,MCQ,FALSE,
Q_3_95,Fill in the Blanks: 'The leader's speech was so ______ that even his staunchest critics were moved to applause.',NDA,GAT,Vocabulary,Fill in the Blanks,Contextual Vocabulary,Word Choice,Easy,MCQ,FALSE,
Q_3_96,Vocabulary/Cloze Test: Identify the correct word to fill the blank: 'The sudden ____ of the market took the inve,NDA,GAT,Vocabulary,Fill in the Blanks,Contextual Vocabulary,Word Choice,Easy,MCQ,FALSE,
Q_3_97,Assertion-Reason: A: The English language is considered a global lingua franca. R: It facilitates international t,NDA,GAT,Verbal Reasoning,Verbal Reasoning,"Statement-Assumption, Inference",Assertion-Reason,Medium,MCQ,FALSE,
Q_3_98,Idioms: What is the meaning of the idiom 'To burn the midnight oil'?,NDA,GAT,Vocabulary,Vocabulary,Idioms & Phrases,Idiomatic expressions,Easy,MCQ,FALSE,
Q_3_99,Comprehensive Grammar: Select the sentence that is grammatically correct.,NDA,GAT,Grammar,Grammar,Error Detection,Subject-Verb Agreement / Pronoun Agreement,Medium,MCQ,FALSE,
Q_3_100,Choose the segment that contains a grammatical error: 'Hardly had he stepped out of the house (0) when a violent,NDA,GAT,Grammar,Error Detection,Sentence Structure,Inversion and Conjunctions,Medium,MCQ,FALSE,
Q_3_101,"Select the most appropriate option to improve the underlined part: 'If I was you, I would not accept such a con",NDA,GAT,Grammar,Sentence Improvement,Conditionals,Subjunctive Mood,Easy,MCQ,FALSE,
Q_3_102,Select the synonym of the word: 'QUERULOUS',NDA,GAT,Vocabulary,Synonyms,Word Meanings,,Medium,MCQ,FALSE,
Q_3_103,Select the antonym of the word: 'EPHEMERAL',NDA,GAT,Vocabulary,Antonyms,Word Meanings,,Medium,MCQ,FALSE,
Q_3_104,Fill in the blank with the most suitable preposition: 'The committee has finally decided to dispense ______ the,NDA,GAT,Grammar,Fill in the Blanks,Prepositions,Phrasal Verbs,Easy,MCQ,FALSE,
Q_3_105,Choose the correctly ordered sequence to form a coherent paragraph: (S1) The digital revolution has fundamenta,NDA,GAT,Verbal Ability,Sentence Ordering,Paragraph Formation,Coherent Paragraph,Medium,MCQ,FALSE,
Q_3_106,Assertion (A): The use of the passive voice is often discouraged in professional writing. Reason (R): Passive v,NDA,GAT,Grammar,Grammar,Voice,Passive Voice Usage,Medium,MCQ,FALSE,
Q_3_107,Identify the meaning of the idiom: 'To look a gift horse in the mouth.',NDA,GAT,Vocabulary,Idioms & Phrases,Idiomatic Expressions,,Easy,MCQ,FALSE,
Q_3_108,Choose the sentence that is grammatically correct:,NDA,GAT,Grammar,Error Detection,Subject-Verb Agreement,Indefinite Pronouns,Medium,MCQ,FALSE,
Q_3_109,Which of the following sentences uses a 'dangling participle'?,NDA,GAT,Grammar,Grammar,Participles,Dangling Modifiers,Medium,MCQ,FALSE,
Q_3_110,Choose the segment that contains a grammatical error: (A) Neither the principal nor the teachers / (B) were aw,NDA,GAT,Grammar,Error Detection,Subject-Verb Agreement,Correlative Conjunctions,Easy,MCQ,FALSE,
Q_3_111,Which of the following phrases best improves the underlined part: 'He is one of the most intelligent students t,NDA,GAT,Grammar,Sentence Improvement,Relative Pronouns,One of the construction,Medium,MCQ,FALSE,
Q_3_112,Select the synonym of the word: 'INTRINSIC',NDA,GAT,Vocabulary,Synonyms,Word Meanings,,Easy,MCQ,FALSE,
Q_3_113,Select the antonym of the word: 'FLAMBOYANT',NDA,GAT,Vocabulary,Antonyms,Word Meanings,,Medium,MCQ,FALSE,
Q_3_114,Fill in the blank with the most appropriate word: 'The government has decided to ________ the new tax policy af,NDA,GAT,Vocabulary,Fill in the Blanks,Contextual Vocabulary,,Medium,MCQ,FALSE,
Q_3_115,Arrange the sentences to form a coherent paragraph: (P) It is a matter of great pride (Q) to serve the nation ,NDA,GAT,Verbal Ability,Sentence Ordering,Paragraph Formation,Jumbled Sentences,Easy,MCQ,FALSE,
Q_3_116,Assertion (A): English is considered a global lingua franca. Reason (R): It serves as the primary language of,NDA,GAT,Verbal Ability,Grammar,Language Characteristics,Global Lingua Franca,Easy,MCQ,FALSE,
